纬度(N),经度(E),速度(km/h),航向,时间,日期,卫星数量,海拔高度
4048.098,11141.45,20.372000,161.0,9时42分4秒,17年5月10日,10,1042
4048.096,11141.45,18.520000,171.4,9时42分5秒,17年5月10日,10,1042
4048.093,11141.45,16.668000,187.2,9时42分6秒,17年5月10日,10,1042
4048.091,11141.45,16.668000,199.6,9时42分7秒,17年5月10日,10,1041
4048.088,11141.45,14.816000,215.7,9时42分8秒,17年5月10日,10,1041
4048.087,11141.44,12.964000,229.1,9时42分9秒,17年5月10日,10,1041
4048.086,11141.44,14.816000,243.3,9时42分10秒,17年5月10日,10,1041
4048.085,11141.44,16.668000,245.2,9时42分11秒,17年5月10日,10,1042
4048.083,11141.43,14.816000,253.7,9时42分13秒,17年5月10日,10,1042
4048.082,11141.43,14.816000,252.7,9时42分14秒,17年5月10日,10,1042
4048.082,11141.43,14.816000,252.7,9时42分14秒,17年5月10日,10,1041
4048.081,11141.43,12.964000,252.0,9时42分15秒,17年5月10日,10,1041
4048.081,11141.42,12.964000,248.9,9时42分16秒,17年5月10日,10,1041
4048.079,11141.42,12.964000,250.0,9时42分18秒,17年5月10日,10,1041
4048.079,11141.42,12.964000,250.0,9时42分18秒,17年5月10日,10,1041
4048.078,11141.41,9.260000,251.7,9时42分20秒,17年5月10日,10,1041
4048.078,11141.41,9.260000,251.7,9时42分20秒,17年5月10日,10,1042
4048.077,11141.41,5.556000,251.9,9时42分21秒,17年5月10日,10,1042
4048.076,11141.41,7.408000,258.6,9时42分23秒,17年5月10日,10,1042
4048.076,11141.41,7.408000,258.6,9时42分23秒,17年5月10日,10,1042
4048.076,11141.41,5.556000,256.9,9时42分24秒,17年5月10日,10,1042
4048.075,11141.41,5.556000,253.5,9时42分26秒,17年5月10日,10,1042
4048.075,11141.41,5.556000,253.5,9时42分26秒,17年5月10日,10,1043
4048.075,11141.40,5.556000,249.8,9时42分28秒,17年5月10日,10,1043
4048.075,11141.40,5.556000,249.8,9时42分28秒,17年5月10日,10,1044
4048.074,11141.40,5.556000,250.6,9时42分30秒,17年5月10日,10,1044
4048.074,11141.40,5.556000,252.0,9时42分31秒,17年5月10日,10,1044
4048.075,11141.40,5.556000,255.6,9时42分32秒,17年5月10日,10,1045
4048.075,11141.40,5.556000,255.6,9时42分32秒,17年5月10日,10,1045
4048.076,11141.40,7.408000,260.9,9时42分33秒,17年5月10日,10,1046
4048.078,11141.40,3.704000,354.6,9时42分35秒,17年5月10日,10,1046
4048.078,11141.40,3.704000,354.6,9时42分35秒,17年5月10日,10,1047
4048.079,11141.40,3.704000,354.6,9时42分37秒,17年5月10日,10,1047
4048.079,11141.40,3.704000,354.6,9时42分37秒,17年5月10日,10,1047
4048.080,11141.40,3.704000,354.6,9时42分39秒,17年5月10日,10,1048
4048.080,11141.40,3.704000,354.6,9时42分39秒,17年5月10日,10,1048
4048.080,11141.40,1.852000,354.6,9时42分40秒,17年5月10日,10,1048
4048.080,11141.40,1.852000,354.6,9时42分41秒,17年5月10日,10,1049
4048.080,11141.40,1.852000,354.6,9时42分42秒,17年5月10日,10,1049
4048.080,11141.40,1.852000,354.6,9时42分44秒,17年5月10日,10,1049
4048.080,11141.40,1.852000,354.6,9时42分44秒,17年5月10日,10,1049
4048.081,11141.40,1.852000,354.6,9时42分45秒,17年5月10日,10,1049
4048.081,11141.40,1.852000,354.6,9时42分47秒,17年5月10日,10,1049
4048.081,11141.40,1.852000,354.6,9时42分47秒,17年5月10日,10,1049
4048.081,11141.40,0.000000,354.6,9时42分49秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分50秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分50秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分52秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分53秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分53秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分55秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分56秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分56秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分58秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时42分58秒,17年5月10日,10,1050
4048.081,11141.40,0.000000,354.6,9时43分0秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分0秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分2秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分3秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分3秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分5秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分5秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分6秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分7秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分9秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分10秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分10秒,17年5月10日,09,1050
4048.081,11141.40,0.000000,354.6,9时43分10秒,17年5月10日,09,1050
